N,country,state,city,lat,lon,dist
1,United States,AL,Florence,34.79981,-87.677251,3118.836239
110,United States,AL,Huntsville,34.6686435,-86.44181971,3231.539171
2,United States,AL,Madison,34.7736807,-86.5675095,3217.214518
3,United States,AL,Mobile,30.6943566,-88.0430541,3239.226916
1,United States,AL,Muscle Shoals,34.7451786,-87.6686733,3121.268194
57,United States,AL,Tuscaloosa,33.2095614,-87.5675258,3181.358824
1,United States,AR,Bentonville,36.3728538,-94.2088172,2502.429307
16,United States,AR,Fayetteville,36.0625843,-94.1574328,2514.140478
2,United States,AR,Hot Springs,34.5038393,-93.0552437,2653.931381
3,United States,AR,Jonesboro,35.8428646,-90.7034522,2823.261515
1,United States,AZ,Cave Creek,33.8333716,-111.9507042,1032.513347
1,United States,AZ,Coolidge,32.977839,-111.517624,1113.568982
60,United States,AZ,Flagstaff,35.199458,-111.6514259,998.8319313
1,United States,AZ,Fort Defiance,35.7531285,-109.0692094,1206.868006
2,United States,AZ,Los Alamos,32.51927,-114.7458253,897.1418733
1,United States,AZ,Maricopa,33.34883,-112.49123,1014.458243
2,United States,AZ,Phoenix,33.4485866,-112.0773456,1042.287579
1,United States,AZ,Scottsdale,33.5091215,-111.8992365,1053.520187
121,United States,AZ,Tempe,33.4255056,-111.9400125,1054.682745
238,United States,AZ,Tucson,32.2218917,-110.9262353,1204.937604
1,United States,CA,Akron,41.083064,-81.518485,3510.968685
6,United States,CA,Alameda,37.6090291,-121.899142,42.83970762
2,United States,CA,Albany,37.88687,-122.2977475,30.31813232
1,United States,CA,Albuquerque,35.0841034,-106.6509851,1438.181394
1,United States,CA,Aliso Viejo,33.5761376,-117.7258122,616.0489271
1,United States,CA,Apple Valley,34.5008311,-117.1858759,582.3316738
1,United States,CA,Arcadia,34.1362075,-118.0401497,550.7741743
9,United States,CA,Arcata,40.866517,-124.08284,388.8461831
6,United States,CA,Bakersfield,35.3738712,-119.0194639,391.267742
471,United States,CA,Berkeley,37.8708393,-122.2728639,29.25932111
1,United States,CA,Big Bear City,34.267886,-116.8485979,622.6864827
1,United States,CA,Big Pine,37.165942,-118.3005833,365.0949059
1,United States,CA,Bodega Bay,38.273529,-123.0061118,90.61785209
1,United States,CA,Boulder,65.5379781,-164.3251705,4110.44516
1,United States,CA,Brea,33.9170444,-117.8888557,577.9965798
1,United States,CA,Burbank,34.1816482,-118.3258554,529.009462
1,United States,CA,Burlingame,37.5841026,-122.3660825,4.543120582
1,United States,CA,Camarillo,34.2164099,-119.0376573,483.7078139
1,United States,CA,Cambridge,33.552447,-117.108754,657.4237214
1,United States,CA,Campbell,37.2883259,-121.9456328,53.66560991
1,United States,CA,Carlsbad,33.1580933,-117.3505966,673.9058779
4,United States,CA,Carson,33.8322043,-118.2517547,562.5652537
13,United States,CA,Chico,39.7284945,-121.8374777,238.5783048
2,United States,CA,Claremont,34.0966764,-117.7197785,574.7649293
1,United States,CA,Concord,37.9768525,-122.0335624,50.00236055
1,United States,CA,Corvallis,44.5645659,-123.2620435,774.4693615
2,United States,CA,Costa Mesa,33.6633386,-117.903317,597.8727007
193,United States,CA,Davis,38.545379,-121.7445835,116.7990449
4,United States,CA,Diamond Bar,34.0286226,-117.8103367,574.144202
1,United States,CA,Durham,39.62743635,-121.8044375,228.2201517
1,United States,CA,El Granada,37.513127,-122.4673158,14.18851457
1,United States,CA,El Portal,37.6746526,-119.7840681,229.5160003
10,United States,CA,El Segundo,33.917028,-118.4156337,545.5913959
1,United States,CA,Eldridge,38.33464395,-122.5071134,79.78621233
1,United States,CA,Elk Grove,38.4087993,-121.3716178,124.5883331
2,United States,CA,Encinitas,33.0369867,-117.2919818,687.6269775
1,United States,CA,Foothill Ranch,33.6837644,-117.6622499,611.2231834
2,United States,CA,Fremont,37.5482697,-121.9885719,35.88952747
10,United States,CA,Fresno,36.7295295,-119.7088613,257.4010776
3,United States,CA,Fullerton,33.8708215,-117.9294165,579.1786377
1,United States,CA,Glendale,34.142498,-118.248596,537.03404
1,United States,CA,Hanover,37.3546033,-121.8925301,52.66389071
9,United States,CA,Hayward,37.6688205,-122.0807964,27.25535185
8,United States,CA,Huntington Beach,33.6783336,-118.0000166,590.7140363
130,United States,CA,Irvine,33.6856969,-117.8259819,600.7991367
1,United States,CA,Kensington,37.9073485,-122.2761781,33.01939058
120,United States,CA,La Jolla,32.83259,-117.2716839,706.1419492
80,United States,CA,Livermore,37.6820583,-121.7680531,54.76189569
1,United States,CA,Loma Linda,34.075626,-117.2520478,607.9288625
7,United States,CA,Long Beach,33.7690164,-118.1916048,571.5125409
1,United States,CA,Los Altos,37.3790629,-122.116578,35.90495866
1,United States,CA,Los Altos Hills,37.3796627,-122.1374637,34.66433714
298,United States,CA,Los Angeles,34.0536909,-118.2427666,544.6589416
4,United States,CA,Malibu,34.035591,-118.689423,519.3591164
1,United States,CA,Mammoth Lakes,37.6268015,-118.84675,312.250523
1,United States,CA,McClellan,39.5536938,-80.2850818,3640.642734
116,United States,CA,Menlo Park,37.4519671,-122.1779927,26.2633854
35,United States,CA,Merced,37.3029568,-120.4843269,171.7658519
1,United States,CA,Modesto,37.6390972,-120.9968782,122.4617698
75,United States,CA,Moffett Field,37.41129325,-122.0541698,37.41451786
37,United States,CA,Monterey,36.600256,-121.8946388,121.497221
12,United States,CA,Moss Landing,36.7988827,-121.7865811,105.6734743
22,United States,CA,Mountain View,37.3893889,-122.0832101,37.10458082
1,United States,CA,Nevada City,39.2615606,-121.0160594,217.6377001
1,United States,CA,New York,34.0143928,-117.898451,569.5796057
1,United States,CA,Norman,39.4079402,-122.1919241,198.9074096
14,United States,CA,Northridge,34.2345615,-118.5369316,511.6070895
9,United States,CA,Oakland,37.8044557,-122.2713563,22.51320539
16,United States,CA,Orange,33.7500378,-117.8704931,592.7400092
1,United States,CA,Orinda,37.8771476,-122.1796888,33.51988328
1,United States,CA,Pacific Palisades,34.0480643,-118.5264706,527.8759793
1,United States,CA,Palisades,32.974109,-117.0493669,707.8295398
2,United States,CA,Palmdale,34.5793131,-118.1171108,511.4126474
22,United States,CA,Palo Alto,37.4443293,-122.1598465,27.99280086
518,United States,CA,Pasadena,34.1476452,-118.1444779,543.192349
6,United States,CA,Petaluma,38.270022,-122.6061224,74.48001014
1,United States,CA,Placerville,38.7296252,-120.798546,185.4776911
1,United States,CA,Pleasanton,37.6624312,-121.8746789,45.1759638
9,United States,CA,Pomona,34.0553813,-117.7517496,575.869089
1,United States,CA,Redding,40.5863563,-122.3916754,329.0459827
3,United States,CA,Redlands,34.055735,-117.1888961,613.7485114
1,United States,CA,Redmond,47.6694141,-122.1238767,1116.279937
2,United States,CA,Redwood City,37.4863239,-122.2325233,20.18881468
8,United States,CA,Reno,39.52927,-119.8136744,308.1529319
1,United States,CA,Richland,33.1542054,-117.1411443,687.2573838
2,United States,CA,Richmond,37.9357576,-122.3477486,34.92142195
68,United States,CA,Riverside,33.9533546,-117.3961623,607.3303925
10,United States,CA,Rohnert Park,38.3396367,-122.7010984,84.33646152
1,United States,CA,Roseville,38.7521235,-121.2880059,157.9346328
1,United States,CA,Ross,37.9624239,-122.5549775,40.62611086
60,United States,CA,Sacramento,38.5815719,-121.4943996,131.9951062
3,United States,CA,San Bernardino,34.1083449,-117.2897652,602.915126
1,United States,CA,San Clemente,33.4270275,-117.6124179,635.405037
43,United States,CA,San Diego,32.7174209,-117.1627714,722.4868175
64,United States,CA,San Francisco,37.7792808,-122.4192363,17.6806416
35,United States,CA,San Jose,37.3361905,-121.8905833,53.98726932
6,United States,CA,San Luis Obispo,35.272584,-120.6570944,303.243638
5,United States,CA,San Marcos,33.1433723,-117.1661449,686.5777774
4,United States,CA,San Mateo,37.496904,-122.3330573,14.64521224
2,United States,CA,San Rafael,37.9735346,-122.5310874,41.06245142
93,United States,CA,Santa Barbara,34.4221319,-119.7026673,429.5052612
5,United States,CA,Santa Clara,37.3541132,-121.9551744,48.22602314
99,United States,CA,Santa Cruz,36.9749416,-122.0285259,78.47269483
1,United States,CA,Santa Maria,34.9531295,-120.4358577,344.0202914
6,United States,CA,Santa Monica,34.0250724,-118.4965129,531.6096316
8,United States,CA,Santa Rosa,38.4404675,-122.7144314,95.31705276
7,United States,CA,Seaside,36.6258085,-121.8170359,121.5444245
1,United States,CA,Seattle,41.9641881,-121.922629,483.6813475
1,United States,CA,Solana Beach,32.9905597,-117.2691316,692.9205412
1,United States,CA,Solvang,34.5958572,-120.1390894,391.9405079
1,United States,CA,Somerset,41.8523707,-121.991118,470.8512581
264,United States,CA,Stanford,37.427467,-122.1702445,28.73312819
1,United States,CA,Stockton,37.9577016,-121.2907796,103.2377543
1,United States,CA,Sunnyvale,37.3688301,-122.0363496,41.6876748
1,United States,CA,Tahoe City,39.1689372,-120.1434787,260.3318711
1,United States,CA,Truckee,39.327962,-120.1832533,269.6585077
1,United States,CA,Tucson,33.5676301,-117.5937028,624.9951005
1,United States,CA,Turlock,37.4946568,-120.8465941,136.582775
7,United States,CA,Vallejo,38.1040864,-122.2566367,54.62191012
5,United States,CA,Walnut Creek,37.9020731,-122.0618702,42.06245598
1,United States,CA,Waterford,37.6413202,-120.7604834,143.3271315
1,United States,CA,West Sacramento,38.5804609,-121.530234,130.061287
2,United States,CA,Whittier,33.9708782,-118.0308396,564.6637313
1,United States,CA,Woodland,38.6786109,-121.7733285,128.8763989
1,United States,CA,Woodside,37.4299388,-122.2538557,24.26970274
2,United States,CO,Arvada,39.8211225,-105.220743,1509.995095
1,United States,CO,Aurora,39.729432,-104.8319196,1542.628627
1,United States,CO,Bandon,43.1188464,-124.4080001,634.0164265
752,United States,CO,Boulder,40.0149856,-105.2705456,1507.342485
2,United States,CO,Broomfield,39.9379892,-105.0587294,1524.724611
10,United States,CO,Colorado Springs,38.8339578,-104.8253485,1540.915462
1,United States,CO,Crested Butte,38.869748,-106.984111,1353.545361
66,United States,CO,Denver,39.7392364,-104.9848623,1529.599283
1,United States,CO,Dillon,39.6225432,-106.0410942,1438.364995
3,United States,CO,Durango,37.27242475,-107.8829032,1282.482586
138,United States,CO,Fort Collins,40.5508527,-105.0668085,1530.462504
92,United States,CO,Golden,39.755543,-105.2210997,1509.496116
1,United States,CO,Greeley,40.4233142,-104.7091322,1559.071543
1,United States,CO,Greenbelt,38.9937333,-76.8830658,3940.684505
1,United States,CO,Lafayette,40.0024435,-105.10958,1520.931564
11,United States,CO,Lakewood,39.6311085,-105.1100582,1518.22162
4,United States,CO,Longmont,40.1672117,-105.1019287,1523.114451
1,United States,CO,Lyons,40.224432,-105.270532,1509.410854
1,United States,CO,Morrison,39.6535988,-105.1910996,1511.406906
1,United States,CO,Superior,39.9527634,-105.1685977,1515.482139
3,United States,CO,USAF Academy,38.77406895,-104.3015345,1586.501983
1,United States,CO,Westminster,39.8366528,-105.0372046,1525.786669
1,United States,CT,Boulder,41.3376362,-72.1992302,4277.197706
1,United States,CT,Danbury,41.394817,-73.4540111,4172.968233
20,United States,CT,Groton,41.3506989,-72.0773654,4286.902848
2,United States,CT,Hartford,41.764582,-72.6908547,4227.816626
4,United States,CT,Middletown,41.5623178,-72.6509061,4235.315454
1,United States,CT,Mystic,41.3542656,-71.966462,4295.916499
45,United States,CT,New Haven,41.3082138,-72.9250518,4218.256904
1,United States,CT,Simsbury,41.8684156,-72.82647615,4214.615431
25,United States,CT,Storrs,41.8084314,-72.2495231,4262.940768
1,United States,CT,Storrs Mansfield,41.8296985,-72.286525,4259.476522
1,United States,CT,Willimantic,41.7125169,-72.2115623,4268.063604
320,United States,DC,Washington,38.8948932,-77.0365529,3930.07748
4,United States,DE,Dover,39.158168,-75.5243682,4051.400405
3,United States,DE,Lewes,38.7745565,-75.1393498,4093.578283
57,United States,DE,Newark,39.6852191,-75.7508289,4019.770263
5,United States,FL,Boca Raton,26.3586885,-80.0830984,4149.312951
2,United States,FL,Coral Gables,25.6905515,-80.23500898,4171.402389
2,United States,FL,Davie,26.075729,-80.28410898,4146.545436
26,United States,FL,Daytona Beach,29.2108147,-81.0228331,3925.227508
37,United States,FL,Ft Walton Beach,30.4057552,-86.618842,3377.404862
36,United States,FL,Gainesville,29.6519396,-82.3249961,3789.984713
2,United States,FL,Jacksonville,30.3321838,-81.655651,3818.616444
14,United States,FL,Melbourne,28.0836269,-80.6081089,4015.637288
59,United States,FL,Miami,25.7742658,-80.1936589,4170.544795
1,United States,FL,Micanopy,29.5045307,-82.27959,3800.736928
1,United States,FL,Notre Dame,25.82133945,-80.19015082,4168.335096
22,United States,FL,Orlando,28.5421097,-81.3790388,3925.416938
1,United States,FL,Ormond Beach,29.2854132,-81.0557921,3918.853989
2,United States,FL,Patrick AFB,28.2422228,-80.60910739,4007.813443
11,United States,FL,Pensacola,30.421309,-87.2169149,3323.998728
1,United States,FL,Richland,28.2830625,-82.1428607,3870.609178
18,United States,FL,St. Petersburg,27.7703796,-82.6695085,3849.518912
1,United States,FL,Stuart,27.197983,-80.2519175,4091.177563
31,United States,FL,Tallahassee,30.4380832,-84.2809332,3582.229572
33,United States,FL,Tampa,27.9477595,-82.458444,3859.277046
1,United States,FL,Venus,27.0672755,-81.3567397,4000.579313
2,United States,FL,West Palm Beach,26.7153425,-80.0533746,4133.373493
1,United States,GA,Acworth,34.0659329,-84.6768796,3406.354805
32,United States,GA,Athens,33.9597677,-83.376398,3524.305946
81,United States,GA,Atlanta,33.7490987,-84.3901849,3442.411324
1,United States,GA,Fort Valley,32.5537585,-83.8874084,3530.262676
1,United States,GA,Kennesaw,34.0234337,-84.6154897,3413.189227
2,United States,GA,Norcross,33.9412127,-84.2135309,3451.339337
1,United States,GA,Oakwood,33.5481691,-83.9743544,3486.048596
1,United States,GA,Savannah,32.0809263,-81.0911768,3795.205747
5,United States,GA,Statesboro,32.4490141,-81.7832912,3719.769493
1,United States,HI,Ewa Beach,21.315603,-158.008804,3866.831626
2,United States,HI,Hawaii Volcanoes National Park,19.3031881,-155.2405021,3774.068354
1,United States,HI,Hilo,19.707243,-155.081635,3732.818034
83,United States,HI,Honolulu,21.304547,-157.8556764,3854.676112
1,United States,HI,Kaneohe,21.4055,-157.7960716,3843.116469
1,United States,HI,Kapolei,21.3339504,-158.0771853,3871.395542
1,United States,HI,Mauna Kea,19.8206888,-155.4680379,3756.400842
1,United States,HI,Wahiawa,21.5006241,-158.016672,3855.530395
25,United States,IA,Ames,42.0267703,-93.6170554,2498.483376
5,United States,IA,Cedar Falls,42.5274123,-92.4453179,2596.868653
1,United States,IA,Cedar Rapids,41.9758872,-91.6704053,2659.646059
1,United States,IA,Davenport,41.5236436,-90.5776368,2751.118147
1,United States,IA,Decorah,43.3033056,-91.7857092,2654.629034
1,United States,IA,Grinnell,41.7430554,-92.7224206,2572.170823
64,United States,IA,Iowa City,41.6612561,-91.5299106,2671.449559
56,United States,ID,Boise,43.6166163,-116.200886,846.1046631
3,United States,ID,Idaho Falls,43.4935245,-112.0400919,1090.655707
1,United States,ID,Kimberly,42.5338019,-114.3647561,874.1064724
1,United States,ID,Lewisburg,46.2651949,-116.4050453,1079.659015
1,United States,ID,Lewiston,46.4165506,-117.0176569,1072.51378
40,United States,ID,Moscow,46.7323875,-117.0001651,1104.672272
6,United States,ID,Pocatello,42.8688613,-112.4401098,1026.125978
13,United States,IL,Argonne,45.659921,-88.879414,2906.263062
1,United States,IL,Bloomington,40.4731073,-88.9941403,2890.443325
3,United States,IL,Carbondale,37.7274692,-89.216655,2910.446049
7,United States,IL,Champaign,40.1164205,-88.2433829,2957.594122
1,United States,IL,Charleston,32.7876012,-79.9402728,3868.977241
61,United States,IL,Chicago,41.8755616,-87.6244212,2995.377415
8,United States,IL,DeKalb,41.9294736,-88.7503647,2901.789673
2,United States,IL,Elsah,38.9561594,-90.3598364,2791.172656
29,United States,IL,Evanston,42.0447388,-87.6930459,2988.903831
1,United States,IL,Fairfield,38.2493581,-122.0399663,75.8742942
1,United States,IL,Glencoe,42.1350268,-87.7581188,2983.154231
1,United States,IL,Harvard,42.36782045,-71.12666653,4342.534642
1,United States,IL,Hinsdale,41.8024604,-87.9299841,2970.388018
2,United States,IL,Lemont,41.673642,-88.0017261,2965.090775
1,United States,IL,Lisle,41.801141,-88.0747875,2958.371795
1,United States,IL,Monmouth,40.2932319,-74.1671114,4138.105121
3,United States,IL,Normal,40.5117699,-88.9944815,2890.070698
2,United States,IL,Peoria,40.6938609,-89.5891008,2838.395448
1,United States,IL,Rosemont,41.9941334,-87.8756737,2974.006083
129,United States,IL,Urbana,40.1117174,-88.207301,2960.706985
2,United States,IL,Wheaton,41.8646959,-88.1101709,2955.139916
50,United States,IN,Bloomington,39.1670396,-86.5342881,3116.114021
1,United States,IN,Champaign,40.1164205,-88.2433829,2957.594122
1,United States,IN,Evansville,37.9747645,-87.5558483,3049.506846
2,United States,IN,Fort Wayne,41.0799898,-85.1386015,3208.725546
1,United States,IN,Gary,41.6021292,-87.3371372,3020.806163
16,United States,IN,Indianapolis,39.7683331,-86.1583502,3139.036897
2,United States,IN,Lafayette,40.4167022,-86.8752869,3070.019186
5,United States,IN,Muncie,40.1936892,-85.3865271,3198.551841
30,United States,IN,Notre Dame,41.70456775,-86.23822026,3111.473936
1,United States,IN,South Bend,41.6833813,-86.2500066,3110.648904
2,United States,IN,Terre Haute,39.4667025,-87.4139119,3036.419812
1,United States,IN,Urbana,40.8983773,-85.7927634,3155.857805
72,United States,IN,West Lafayette,40.4258686,-86.9080655,3067.148629
54,United States,KS,Lawrence,38.9719384,-95.2359496,2370.767058
27,United States,KS,Manhattan,39.1836082,-96.5716694,2253.729702
1,United States,KS,Oakley,39.126385,-100.855611,1884.197857
1,United States,KS,Overland Park,38.9742502,-94.6851702,2418.285972
1,United States,KS,Wichita,37.6922361,-97.3375448,2203.465989
1,United States,KY,Berea,37.568694,-84.2963224,3339.976184
2,United States,KY,Bowling Green,36.9903199,-86.4436018,3167.330487
2,United States,KY,Highland Heights,39.0330902,-84.4521512,3296.360499
15,United States,KY,Lexington,38.0464066,-84.4970393,3312.040437
3,United States,KY,Louisville,38.2542376,-85.759407,3199.031835
1,United States,KY,Morehead,38.1839705,-83.4326841,3400.645399
1,United States,KY,Nancy,37.0717419,-84.7479996,3312.653986
61,United States,LA,Baton Rouge,30.4459596,-91.18738,2973.605916
1,United States,LA,Chauvin,29.4385529,-90.5953651,3072.330822
11,United States,LA,Lafayette,30.2240897,-92.0198427,2910.726324
1,United States,LA,Monroe,38.2722313,-90.1792484,2817.179446
18,United States,LA,New Orleans,29.9499323,-90.0701156,3094.287589
1,United States,MA,Allston,42.3554344,-71.1321271,4342.349527
58,United States,MA,Amherst,42.3803676,-72.523143,4229.151527
1,United States,MA,Ann Arbor,42.2681569,-83.7312291,3314.427571
1,United States,MA,Auburn,42.1945385,-71.8356271,4288.635843
1,United States,MA,Belchertown,42.2770192,-72.4009146,4241.087279
1,United States,MA,Belmont,42.3959296,-71.1786655,4337.746207
10,United States,MA,Billerica,42.5584264,-71.268947,4327.137218
101,United States,MA,Boston,42.3602534,-71.0582912,4348.225027
3,United States,MA,Bridgewater,41.9903787,-70.9750426,4362.842843
1,United States,MA,Brookline,42.3317642,-71.1211635,4343.728859
244,United States,MA,Cambridge,42.3750997,-71.1056157,4344.087232
16,United States,MA,Chestnut Hill,42.330653,-71.1622757,4340.423402
1,United States,MA,Dudley,42.0450964,-71.930073,4284.036052
2,United States,MA,East Wareham,41.7581599,-70.6736446,4392.500916
15,United States,MA,Falmouth,41.5514979,-70.6147519,4402.012573
1,United States,MA,Gloucester,42.6159286,-70.6619888,4374.942426
1,United States,MA,Greenbelt,42.60376555,-70.89637292,4356.289871
1,United States,MA,Hadley,42.3417565,-72.5884222,4224.603604
11,United States,MA,Lexington,42.4473175,-71.2245003,4332.984056
4,United States,MA,Lowell,42.6334247,-71.3161718,4321.822264
7,United States,MA,Medford,42.4184296,-71.1061639,4343.146978
1,United States,MA,North Chelmsford,42.6389798,-71.3828403,4316.331951
1,United States,MA,Natick,42.2836393,-71.346996,4326.435932
1,United States,MA,Needham,42.283431,-71.2328329,4335.690715
1,United States,MA,Newton,42.3370414,-71.2092214,4336.489857
3,United States,MA,Northampton,42.3190227,-72.6306344,4221.618429
1,United States,MA,Northborough,42.319538,-71.6411786,4301.859007
3,United States,MA,Norton,41.9667666,-71.1869939,4346.125234
2,United States,MA,Norwood,42.194543,-71.1994976,4340.253699
1,United States,MA,Pasadena,34.1476452,-118.1444779,543.192349
1,United States,MA,Sagamore Beach,41.798439,-70.5289179,4403.373934
1,United States,MA,Salem,42.5195292,-70.8967226,4357.988482
3,United States,MA,South Hadley,42.2584245,-72.5745332,4227.354578
1,United States,MA,Springfield,42.1014831,-72.589811,4229.215079
1,United States,MA,Wakefield,42.506484,-71.0728306,4344.032571
2,United States,MA,Waltham,42.3756401,-71.2358004,4333.540937
1,United States,MA,Washington,42.36592,-73.116214,4181.30445
5,United States,MA,Wellesley,42.2964859,-71.2925571,4330.580761
8,United States,MA,Westford,42.5792583,-71.4378411,4313.07959
9,United States,MA,Williamstown,42.712207,-73.2035986,4167.874924
57,United States,MA,Woods Hole,41.5239468,-70.6694293,4398.184545
10,United States,MA,Worcester,42.2625932,-71.8022934,4289.953708
5,United States,MD,Annapolis,38.9786401,-76.492786,3974.052009
80,United States,MD,Baltimore,39.2908816,-76.610759,3956.624764
13,United States,MD,Beltsville,39.0299081,-76.9149547,3937.120569
3,United States,MD,Bethesda,38.9848265,-77.0946459,3922.998856
1,United States,MD,Bowie,38.9429659,-76.731234,3954.753933
1,United States,MD,Brentwood,38.9431727,-76.9566429,3935.676463
2,United States,MD,Cambridge,38.5714624,-76.0763177,4019.500958
2,United States,MD,Camp Springs,38.8040027,-76.9066396,3943.29287
1,United States,MD,Catonsville,39.2720504,-76.7318456,3946.854253
2,United States,MD,Chevy Chase,38.9932072,-77.0743833,3924.513035
243,United States,MD,College Park,38.980666,-76.9369189,3936.443102
14,United States,MD,Columbia,39.2156213,-76.8582049,3937.515069
1,United States,MD,Crofton,39.0017772,-76.6874671,3957.03147
5,United States,MD,Edgewater,38.9346773,-76.5532021,3970.015442
1,United States,MD,Ellicott City,39.2673284,-76.7983067,3941.35828
6,United States,MD,Frostburg,39.6581425,-78.928357,3753.088143
8,United States,MD,Gaithersburg,39.1434406,-77.2013705,3910.223065
2,United States,MD,Germantown,39.1731621,-77.2716502,3903.590717
340,United States,MD,Greenbelt,38.9937333,-76.8830658,3940.684505
1,United States,MD,Hyattsville,38.9529442,-76.9408647,3936.776174
32,United States,MD,Lanham,38.9670551,-76.8619166,3943.115674
78,United States,MD,Laurel,39.0992752,-76.8483061,3941.100016
1,United States,MD,Marriottsville,39.3501959,-76.8993808,3930.908213
3,United States,MD,Rockville,39.0840054,-77.1527573,3915.72881
2,United States,MD,Salisbury,38.3662114,-75.6008881,4065.186715
37,United States,MD,Silver Spring,38.9959461,-77.0276231,3928.403538
2,United States,MD,Solomons,38.3184577,-76.4541186,3993.973629
4,United States,MD,Towson,39.4018552,-76.602388,3954.741612
1,United States,MD,Washington,39.5893502,-77.710254,3857.203717
1,United States,MD,Crofton,39.0017772,-76.6874671,3957.03147
1,United States,ME,Augusta,44.310583,-69.779663,4412.877014
4,United States,ME,Brunswick,43.905599,-69.97599148,4404.65787
3,United States,ME,East Boothbay,43.8644114,-69.5840856,4436.47335
1,United States,ME,Fort Kent,47.258728,-68.589706,4460.423534
1,United States,ME,Lincoln,44.1137571,-69.5351337,4435.704732
1,United States,ME,Old Town,44.934669,-68.645325,4490.811884
22,United States,ME,Orono,44.883607,-68.672791,4489.564647
1,United States,ME,Portland,43.6610277,-70.2548596,4387.045774
3,United States,ME,Waterville,44.5520105,-69.6317121,4420.297385
1,United States,MI,Albion,42.243097,-84.7530304,3230.493337
1,United States,MI,Allendale,42.9722455,-85.9536535,3128.427765
182,United States,MI,Ann Arbor,42.2681569,-83.7312291,3314.427571
3,United States,MI,Berrien Springs,41.9464336,-86.3388965,3101.49471
1,United States,MI,Boulder,40.0149856,-105.2705456,1507.342485
1,United States,MI,College Park,42.4245131,-83.2101926,3355.981239
2,United States,MI,Dearborn,42.3222599,-83.1763145,3359.613967
13,United States,MI,Detroit,42.3315509,-83.0466403,3370.191102
51,United States,MI,East Lansing,42.7355416,-84.4852469,3249.371664
2,United States,MI,Hickory Corners,42.4414265,-85.3755605,3178.028411
1,United States,MI,Holland,42.7876022,-86.1090828,3116.328489
30,United States,MI,Houghton,46.8591287,-88.7774734,2930.465498
20,United States,MI,Kalamazoo,42.291707,-85.5872286,3161.472596
1,United States,MI,Midland,43.6155825,-84.2472117,3264.989432
5,United States,MI,Mount Pleasant,43.597646,-84.7668495,3223.093982
2,United States,MI,Okemos,42.7220755,-84.4275232,3254.169235
1,United States,MI,Rochester,42.680588,-83.1338214,3360.254833
1,United States,MI,Sault Saint Marie,46.4857876,-84.4444794,3255.852054
1,United States,MI,Stockbridge,42.4511466,-84.1805146,3276.126309
1,United States,MI,Three Rivers,41.9442722,-85.6346222,3159.803778
1,United States,MI,Ypsilanti,42.24253,-83.61714269,3324.025716
1,United States,MN,Aitkin,46.5714822,-93.3847595,2578.152248
1,United States,MN,Bemidji,47.4785418,-94.8907869,2491.60826
18,United States,MN,Duluth,46.7729322,-92.1251218,2677.079043
106,United States,MN,Minneapolis,44.9706705,-93.26821774,2555.311122
14,United States,MN,Northfield,44.4582041,-93.161159,2556.063719
1,United States,MN,Saint Peter,44.3238384,-93.9585295,2491.151347
2,United States,MN,St. Cloud,45.5616075,-94.1642004,2496.804569
25,United States,MN,St. Paul,44.9504037,-93.1015026,2568.004411
1,United States,MN,Twin Cities,38.2910251,-121.31106,119.9964595
1,United States,MN,Winona,44.0500054,-91.6392294,2672.261154
18,United States,MO,Columbia,38.951883,-92.3337366,2621.304029
10,United States,MO,Kansas City,39.100105,-94.5781416,2426.278634
1,United States,MO,Lemont,41.1202391,-101.068865,1872.32347
1,United States,MO,Maryville,40.3461017,-94.8724707,2393.086864
25,United States,MO,Rolla,37.9509324,-91.7708076,2684.600904
1,United States,MO,Saint Charles,38.7946252,-90.519829,2779.671841
2,United States,MO,Springfield,37.2166779,-93.2920373,2565.242598
35,United States,MO,St. Louis,38.6268039,-90.1994097,2809.774912
1,United States,MS,College Park,32.2993128,-90.2128667,2981.751069
3,United States,MS,Jackson,32.2990384,-90.1847691,2984.241138
1,United States,MS,Long Beach,30.3504751,-89.1528176,3156.675713
6,United States,MS,Mississippi State,33.4549304,-88.7859584,3065.164767
5,United States,MS,Oxford,34.3664127,-89.5187664,2970.16056
1,United States,MS,Starkville,33.4503998,-88.8183872,3062.461151
20,United States,MS,Stennis Space Center,30.3650453,-89.6266351,3114.352363
5,United States,MS,Vicksburg,32.3528418,-90.8777342,2921.014351
1,United States,MT,Arlee,47.1618716,-114.0851093,1259.225454
40,United States,MT,Bozeman,45.679984,-111.044675,1298.798468
10,United States,MT,Butte,46.0131505,-112.5365089,1238.215908
1,United States,MT,Dillon,45.216416,-112.6378442,1171.001427
1,United States,MT,Ennis,45.348817,-111.729697,1234.129245
1,United States,MT,Helena,46.592712,-112.036109,1311.198574
1,United States,MT,Menlo Park,37.4519671,-122.1779927,26.2633854
32,United States,MT,Missoula,46.8700801,-113.9952796,1237.122147
11,United States,NC,Asheville,35.6009498,-82.5540161,3543.617718
1,United States,NC,Beaufort,34.7180601,-76.6591587,4085.862116
7,United States,NC,Boone,36.216795,-81.6745517,3602.18373
44,United States,NC,Chapel Hill,35.9131542,-79.05578,3838.532025
5,United States,NC,Charlotte,35.2270869,-80.8431268,3704.415153
1,United States,NC,Clemmons,36.0215258,-80.3819984,3720.152348
3,United States,NC,Cullowhee,35.3137739,-83.1765814,3497.917724
1,United States,NC,Davidson,35.7902384,-80.2115053,3741.927605
